from_utc,to_utc,forecast_gco2_per_kwh,actual_gco2_per_kwh,index_label
2025-08-29 08:30:00+00:00,2025-08-29 09:00:00+00:00,141,133,moderate
2025-08-29 09:00:00+00:00,2025-08-29 09:30:00+00:00,138,127,moderate
2025-08-29 09:30:00+00:00,2025-08-29 10:00:00+00:00,130,122,moderate
2025-08-29 10:00:00+00:00,2025-08-29 10:30:00+00:00,123,118,moderate
2025-08-29 10:30:00+00:00,2025-08-29 11:00:00+00:00,117,115,moderate
2025-08-29 11:00:00+00:00,2025-08-29 11:30:00+00:00,117,108,moderate
2025-08-29 11:30:00+00:00,2025-08-29 12:00:00+00:00,107,107,moderate
2025-08-29 12:00:00+00:00,2025-08-29 12:30:00+00:00,103,105,moderate
2025-08-29 12:30:00+00:00,2025-08-29 13:00:00+00:00,102,102,moderate
2025-08-29 13:00:00+00:00,2025-08-29 13:30:00+00:00,101,99,low
2025-08-29 13:30:00+00:00,2025-08-29 14:00:00+00:00,99,97,low
2025-08-29 14:00:00+00:00,2025-08-29 14:30:00+00:00,131,104,moderate
2025-08-29 14:30:00+00:00,2025-08-29 15:00:00+00:00,98,110,moderate
2025-08-29 15:00:00+00:00,2025-08-29 15:30:00+00:00,109,119,moderate
2025-08-29 15:30:00+00:00,2025-08-29 16:00:00+00:00,122,127,moderate
2025-08-29 16:00:00+00:00,2025-08-29 16:30:00+00:00,132,142,moderate
2025-08-29 16:30:00+00:00,2025-08-29 17:00:00+00:00,137,153,moderate
2025-08-29 17:00:00+00:00,2025-08-29 17:30:00+00:00,153,159,moderate
2025-08-29 17:30:00+00:00,2025-08-29 18:00:00+00:00,163,164,moderate
2025-08-29 18:00:00+00:00,2025-08-29 18:30:00+00:00,166,172,moderate
2025-08-29 18:30:00+00:00,2025-08-29 19:00:00+00:00,169,175,moderate
2025-08-29 19:00:00+00:00,2025-08-29 19:30:00+00:00,175,174,moderate
2025-08-29 19:30:00+00:00,2025-08-29 20:00:00+00:00,181,181,high
2025-08-29 20:00:00+00:00,2025-08-29 20:30:00+00:00,178,175,moderate
2025-08-29 20:30:00+00:00,2025-08-29 21:00:00+00:00,178,164,moderate
2025-08-29 21:00:00+00:00,2025-08-29 21:30:00+00:00,176,150,moderate
2025-08-29 21:30:00+00:00,2025-08-29 22:00:00+00:00,160,135,moderate
2025-08-29 22:00:00+00:00,2025-08-29 22:30:00+00:00,143,126,moderate
2025-08-29 22:30:00+00:00,2025-08-29 23:00:00+00:00,125,116,moderate
2025-08-29 23:00:00+00:00,2025-08-29 23:30:00+00:00,124,112,moderate
2025-08-29 23:30:00+00:00,2025-08-30 00:00:00+00:00,116,100,moderate
2025-08-30 00:00:00+00:00,2025-08-30 00:30:00+00:00,107,106,moderate
2025-08-30 00:30:00+00:00,2025-08-30 01:00:00+00:00,110,113,moderate
2025-08-30 01:00:00+00:00,2025-08-30 01:30:00+00:00,111,116,moderate
2025-08-30 01:30:00+00:00,2025-08-30 02:00:00+00:00,113,125,moderate
2025-08-30 02:00:00+00:00,2025-08-30 02:30:00+00:00,117,130,moderate
2025-08-30 02:30:00+00:00,2025-08-30 03:00:00+00:00,129,129,moderate
2025-08-30 03:00:00+00:00,2025-08-30 03:30:00+00:00,135,130,moderate
2025-08-30 03:30:00+00:00,2025-08-30 04:00:00+00:00,134,129,moderate
2025-08-30 04:00:00+00:00,2025-08-30 04:30:00+00:00,140,130,moderate
2025-08-30 04:30:00+00:00,2025-08-30 05:00:00+00:00,139,137,moderate
2025-08-30 05:00:00+00:00,2025-08-30 05:30:00+00:00,52,143,moderate
2025-08-30 05:30:00+00:00,2025-08-30 06:00:00+00:00,152,144,moderate
2025-08-30 06:00:00+00:00,2025-08-30 06:30:00+00:00,154,142,moderate
2025-08-30 06:30:00+00:00,2025-08-30 07:00:00+00:00,156,133,moderate
2025-08-30 07:00:00+00:00,2025-08-30 07:30:00+00:00,128,121,moderate
2025-08-30 07:30:00+00:00,2025-08-30 08:00:00+00:00,125,101,moderate
2025-08-30 08:00:00+00:00,2025-08-30 08:30:00+00:00,116,90,low
2025-08-30 08:30:00+00:00,2025-08-30 09:00:00+00:00,95,85,low
2025-08-30 09:00:00+00:00,2025-08-30 09:30:00+00:00,78,76,low
2025-08-30 09:30:00+00:00,2025-08-30 10:00:00+00:00,67,68,low
2025-08-30 10:00:00+00:00,2025-08-30 10:30:00+00:00,74,63,low
2025-08-30 10:30:00+00:00,2025-08-30 11:00:00+00:00,60,69,low
2025-08-30 11:00:00+00:00,2025-08-30 11:30:00+00:00,54,65,low
2025-08-30 11:30:00+00:00,2025-08-30 12:00:00+00:00,61,62,low
2025-08-30 12:00:00+00:00,2025-08-30 12:30:00+00:00,55,58,low
2025-08-30 12:30:00+00:00,2025-08-30 13:00:00+00:00,50,49,low
2025-08-30 13:00:00+00:00,2025-08-30 13:30:00+00:00,48,47,low
2025-08-30 13:30:00+00:00,2025-08-30 14:00:00+00:00,41,46,low
2025-08-30 14:00:00+00:00,2025-08-30 14:30:00+00:00,40,43,low
2025-08-30 14:30:00+00:00,2025-08-30 15:00:00+00:00,38,40,low
2025-08-30 15:00:00+00:00,2025-08-30 15:30:00+00:00,38,42,low
2025-08-30 15:30:00+00:00,2025-08-30 16:00:00+00:00,37,49,low
2025-08-30 16:00:00+00:00,2025-08-30 16:30:00+00:00,37,50,low
2025-08-30 16:30:00+00:00,2025-08-30 17:00:00+00:00,37,52,low
2025-08-30 17:00:00+00:00,2025-08-30 17:30:00+00:00,38,57,low
2025-08-30 17:30:00+00:00,2025-08-30 18:00:00+00:00,42,62,low
2025-08-30 18:00:00+00:00,2025-08-30 18:30:00+00:00,48,65,low
2025-08-30 18:30:00+00:00,2025-08-30 19:00:00+00:00,54,70,low
2025-08-30 19:00:00+00:00,2025-08-30 19:30:00+00:00,59,67,low
2025-08-30 19:30:00+00:00,2025-08-30 20:00:00+00:00,61,65,low
2025-08-30 20:00:00+00:00,2025-08-30 20:30:00+00:00,63,60,low
2025-08-30 20:30:00+00:00,2025-08-30 21:00:00+00:00,63,58,low
2025-08-30 21:00:00+00:00,2025-08-30 21:30:00+00:00,59,56,low
2025-08-30 21:30:00+00:00,2025-08-30 22:00:00+00:00,59,60,low
2025-08-30 22:00:00+00:00,2025-08-30 22:30:00+00:00,55,59,low
2025-08-30 22:30:00+00:00,2025-08-30 23:00:00+00:00,55,64,low
2025-08-30 23:00:00+00:00,2025-08-30 23:30:00+00:00,56,66,low
2025-08-30 23:30:00+00:00,2025-08-31 00:00:00+00:00,56,61,low
2025-08-31 00:00:00+00:00,2025-08-31 00:30:00+00:00,57,62,low
2025-08-31 00:30:00+00:00,2025-08-31 01:00:00+00:00,59,60,low
2025-08-31 01:00:00+00:00,2025-08-31 01:30:00+00:00,59,60,low
2025-08-31 01:30:00+00:00,2025-08-31 02:00:00+00:00,58,63,low
2025-08-31 02:00:00+00:00,2025-08-31 02:30:00+00:00,62,60,low
2025-08-31 02:30:00+00:00,2025-08-31 03:00:00+00:00,63,58,low
2025-08-31 03:00:00+00:00,2025-08-31 03:30:00+00:00,62,62,low
2025-08-31 03:30:00+00:00,2025-08-31 04:00:00+00:00,60,62,low
2025-08-31 04:00:00+00:00,2025-08-31 04:30:00+00:00,63,67,low
2025-08-31 04:30:00+00:00,2025-08-31 05:00:00+00:00,62,78,low
2025-08-31 05:00:00+00:00,2025-08-31 05:30:00+00:00,65,79,low
2025-08-31 05:30:00+00:00,2025-08-31 06:00:00+00:00,71,76,low
2025-08-31 06:00:00+00:00,2025-08-31 06:30:00+00:00,69,76,low
2025-08-31 06:30:00+00:00,2025-08-31 07:00:00+00:00,67,70,low
2025-08-31 07:00:00+00:00,2025-08-31 07:30:00+00:00,66,61,low
2025-08-31 07:30:00+00:00,2025-08-31 08:00:00+00:00,59,48,low
2025-08-31 08:00:00+00:00,2025-08-31 08:30:00+00:00,52,45,low
2025-08-31 08:30:00+00:00,2025-08-31 09:00:00+00:00,41,44,low
2025-08-31 09:00:00+00:00,2025-08-31 09:30:00+00:00,38,41,low
2025-08-31 09:30:00+00:00,2025-08-31 10:00:00+00:00,40,43,low
2025-08-31 10:00:00+00:00,2025-08-31 10:30:00+00:00,36,44,low
2025-08-31 10:30:00+00:00,2025-08-31 11:00:00+00:00,38,42,low
2025-08-31 11:00:00+00:00,2025-08-31 11:30:00+00:00,39,39,low
2025-08-31 11:30:00+00:00,2025-08-31 12:00:00+00:00,36,36,low
2025-08-31 12:00:00+00:00,2025-08-31 12:30:00+00:00,35,34,low
2025-08-31 12:30:00+00:00,2025-08-31 13:00:00+00:00,33,34,low
2025-08-31 13:00:00+00:00,2025-08-31 13:30:00+00:00,31,34,low
2025-08-31 13:30:00+00:00,2025-08-31 14:00:00+00:00,29,40,low
2025-08-31 14:00:00+00:00,2025-08-31 14:30:00+00:00,29,40,low
2025-08-31 14:30:00+00:00,2025-08-31 15:00:00+00:00,32,44,low
2025-08-31 15:00:00+00:00,2025-08-31 15:30:00+00:00,38,45,low
2025-08-31 15:30:00+00:00,2025-08-31 16:00:00+00:00,43,50,low
2025-08-31 16:00:00+00:00,2025-08-31 16:30:00+00:00,50,58,low
2025-08-31 16:30:00+00:00,2025-08-31 17:00:00+00:00,49,63,low
2025-08-31 17:00:00+00:00,2025-08-31 17:30:00+00:00,57,69,low
2025-08-31 17:30:00+00:00,2025-08-31 18:00:00+00:00,59,70,low
2025-08-31 18:00:00+00:00,2025-08-31 18:30:00+00:00,64,75,low
2025-08-31 18:30:00+00:00,2025-08-31 19:00:00+00:00,67,79,low
2025-08-31 19:00:00+00:00,2025-08-31 19:30:00+00:00,70,79,low
2025-08-31 19:30:00+00:00,2025-08-31 20:00:00+00:00,70,80,low
2025-08-31 20:00:00+00:00,2025-08-31 20:30:00+00:00,72,76,low
2025-08-31 20:30:00+00:00,2025-08-31 21:00:00+00:00,76,81,low
2025-08-31 21:00:00+00:00,2025-08-31 21:30:00+00:00,74,76,low
2025-08-31 21:30:00+00:00,2025-08-31 22:00:00+00:00,75,70,low
2025-08-31 22:00:00+00:00,2025-08-31 22:30:00+00:00,72,65,low
2025-08-31 22:30:00+00:00,2025-08-31 23:00:00+00:00,68,63,low
2025-08-31 23:00:00+00:00,2025-08-31 23:30:00+00:00,68,64,low
2025-08-31 23:30:00+00:00,2025-09-01 00:00:00+00:00,68,68,low
2025-09-01 00:00:00+00:00,2025-09-01 00:30:00+00:00,62,68,low
2025-09-01 00:30:00+00:00,2025-09-01 01:00:00+00:00,68,66,low
2025-09-01 01:00:00+00:00,2025-09-01 01:30:00+00:00,68,68,low
2025-09-01 01:30:00+00:00,2025-09-01 02:00:00+00:00,65,67,low
2025-09-01 02:00:00+00:00,2025-09-01 02:30:00+00:00,66,69,low
2025-09-01 02:30:00+00:00,2025-09-01 03:00:00+00:00,66,70,low
2025-09-01 03:00:00+00:00,2025-09-01 03:30:00+00:00,67,71,low
2025-09-01 03:30:00+00:00,2025-09-01 04:00:00+00:00,69,75,low
2025-09-01 04:00:00+00:00,2025-09-01 04:30:00+00:00,71,76,low
2025-09-01 04:30:00+00:00,2025-09-01 05:00:00+00:00,75,71,low
2025-09-01 05:00:00+00:00,2025-09-01 05:30:00+00:00,75,74,low
2025-09-01 05:30:00+00:00,2025-09-01 06:00:00+00:00,78,74,low
2025-09-01 06:00:00+00:00,2025-09-01 06:30:00+00:00,65,75,low
2025-09-01 06:30:00+00:00,2025-09-01 07:00:00+00:00,71,72,low
2025-09-01 07:00:00+00:00,2025-09-01 07:30:00+00:00,64,66,low
2025-09-01 07:30:00+00:00,2025-09-01 08:00:00+00:00,64,58,low
2025-09-01 08:00:00+00:00,2025-09-01 08:30:00+00:00,60,53,low
2025-09-01 08:30:00+00:00,2025-09-01 09:00:00+00:00,53,54,low
2025-09-01 09:00:00+00:00,2025-09-01 09:30:00+00:00,46,47,low
2025-09-01 09:30:00+00:00,2025-09-01 10:00:00+00:00,46,47,low
2025-09-01 10:00:00+00:00,2025-09-01 10:30:00+00:00,41,45,low
2025-09-01 10:30:00+00:00,2025-09-01 11:00:00+00:00,42,45,low
2025-09-01 11:00:00+00:00,2025-09-01 11:30:00+00:00,42,43,low
2025-09-01 11:30:00+00:00,2025-09-01 12:00:00+00:00,40,40,low
2025-09-01 12:00:00+00:00,2025-09-01 12:30:00+00:00,40,41,low
2025-09-01 12:30:00+00:00,2025-09-01 13:00:00+00:00,36,39,low
2025-09-01 13:00:00+00:00,2025-09-01 13:30:00+00:00,32,38,low
2025-09-01 13:30:00+00:00,2025-09-01 14:00:00+00:00,34,39,low
2025-09-01 14:00:00+00:00,2025-09-01 14:30:00+00:00,36,40,low
2025-09-01 14:30:00+00:00,2025-09-01 15:00:00+00:00,38,44,low
2025-09-01 15:00:00+00:00,2025-09-01 15:30:00+00:00,44,52,low
2025-09-01 15:30:00+00:00,2025-09-01 16:00:00+00:00,46,66,low
2025-09-01 16:00:00+00:00,2025-09-01 16:30:00+00:00,55,74,low
2025-09-01 16:30:00+00:00,2025-09-01 17:00:00+00:00,66,88,low
2025-09-01 17:00:00+00:00,2025-09-01 17:30:00+00:00,79,95,low
2025-09-01 17:30:00+00:00,2025-09-01 18:00:00+00:00,91,99,low
2025-09-01 18:00:00+00:00,2025-09-01 18:30:00+00:00,92,105,moderate
2025-09-01 18:30:00+00:00,2025-09-01 19:00:00+00:00,103,100,moderate
2025-09-01 19:00:00+00:00,2025-09-01 19:30:00+00:00,104,100,moderate
2025-09-01 19:30:00+00:00,2025-09-01 20:00:00+00:00,103,101,moderate
2025-09-01 20:00:00+00:00,2025-09-01 20:30:00+00:00,95,94,low
2025-09-01 20:30:00+00:00,2025-09-01 21:00:00+00:00,96,88,low
2025-09-01 21:00:00+00:00,2025-09-01 21:30:00+00:00,91,80,low
2025-09-01 21:30:00+00:00,2025-09-01 22:00:00+00:00,86,67,low
2025-09-01 22:00:00+00:00,2025-09-01 22:30:00+00:00,82,67,low
2025-09-01 22:30:00+00:00,2025-09-01 23:00:00+00:00,68,71,low
2025-09-01 23:00:00+00:00,2025-09-01 23:30:00+00:00,67,74,low
2025-09-01 23:30:00+00:00,2025-09-02 00:00:00+00:00,67,73,low
2025-09-02 00:00:00+00:00,2025-09-02 00:30:00+00:00,73,77,low
2025-09-02 00:30:00+00:00,2025-09-02 01:00:00+00:00,74,73,low
2025-09-02 01:00:00+00:00,2025-09-02 01:30:00+00:00,78,74,low
2025-09-02 01:30:00+00:00,2025-09-02 02:00:00+00:00,76,75,low
2025-09-02 02:00:00+00:00,2025-09-02 02:30:00+00:00,75,77,low
2025-09-02 02:30:00+00:00,2025-09-02 03:00:00+00:00,77,84,low
2025-09-02 03:00:00+00:00,2025-09-02 03:30:00+00:00,81,89,low
2025-09-02 03:30:00+00:00,2025-09-02 04:00:00+00:00,85,101,moderate
2025-09-02 04:00:00+00:00,2025-09-02 04:30:00+00:00,92,127,moderate
2025-09-02 04:30:00+00:00,2025-09-02 05:00:00+00:00,111,151,moderate
2025-09-02 05:00:00+00:00,2025-09-02 05:30:00+00:00,148,166,moderate
2025-09-02 05:30:00+00:00,2025-09-02 06:00:00+00:00,162,169,moderate
2025-09-02 06:00:00+00:00,2025-09-02 06:30:00+00:00,172,166,moderate
2025-09-02 06:30:00+00:00,2025-09-02 07:00:00+00:00,178,162,moderate
2025-09-02 07:00:00+00:00,2025-09-02 07:30:00+00:00,169,156,moderate
2025-09-02 07:30:00+00:00,2025-09-02 08:00:00+00:00,158,153,moderate
2025-09-02 08:00:00+00:00,2025-09-02 08:30:00+00:00,156,144,moderate
2025-09-02 08:30:00+00:00,2025-09-02 09:00:00+00:00,149,137,moderate
2025-09-02 09:00:00+00:00,2025-09-02 09:30:00+00:00,136,132,moderate
2025-09-02 09:30:00+00:00,2025-09-02 10:00:00+00:00,130,134,moderate
2025-09-02 10:00:00+00:00,2025-09-02 10:30:00+00:00,130,139,moderate
2025-09-02 10:30:00+00:00,2025-09-02 11:00:00+00:00,132,135,moderate
2025-09-02 11:00:00+00:00,2025-09-02 11:30:00+00:00,141,134,moderate
2025-09-02 11:30:00+00:00,2025-09-02 12:00:00+00:00,140,134,moderate
2025-09-02 12:00:00+00:00,2025-09-02 12:30:00+00:00,137,136,moderate
2025-09-02 12:30:00+00:00,2025-09-02 13:00:00+00:00,140,141,moderate
2025-09-02 13:00:00+00:00,2025-09-02 13:30:00+00:00,138,149,moderate
2025-09-02 13:30:00+00:00,2025-09-02 14:00:00+00:00,141,147,moderate
2025-09-02 14:00:00+00:00,2025-09-02 14:30:00+00:00,147,149,moderate
2025-09-02 14:30:00+00:00,2025-09-02 15:00:00+00:00,153,152,moderate
2025-09-02 15:00:00+00:00,2025-09-02 15:30:00+00:00,152,163,moderate
2025-09-02 15:30:00+00:00,2025-09-02 16:00:00+00:00,165,172,moderate
2025-09-02 16:00:00+00:00,2025-09-02 16:30:00+00:00,172,176,moderate
2025-09-02 16:30:00+00:00,2025-09-02 17:00:00+00:00,183,183,high
2025-09-02 17:00:00+00:00,2025-09-02 17:30:00+00:00,179,184,high
2025-09-02 17:30:00+00:00,2025-09-02 18:00:00+00:00,191,182,high
2025-09-02 18:00:00+00:00,2025-09-02 18:30:00+00:00,194,180,high
2025-09-02 18:30:00+00:00,2025-09-02 19:00:00+00:00,190,179,moderate
2025-09-02 19:00:00+00:00,2025-09-02 19:30:00+00:00,185,178,moderate
2025-09-02 19:30:00+00:00,2025-09-02 20:00:00+00:00,187,173,moderate
2025-09-02 20:00:00+00:00,2025-09-02 20:30:00+00:00,187,165,moderate
2025-09-02 20:30:00+00:00,2025-09-02 21:00:00+00:00,177,158,moderate
2025-09-02 21:00:00+00:00,2025-09-02 21:30:00+00:00,164,153,moderate
2025-09-02 21:30:00+00:00,2025-09-02 22:00:00+00:00,159,141,moderate
2025-09-02 22:00:00+00:00,2025-09-02 22:30:00+00:00,147,128,moderate
2025-09-02 22:30:00+00:00,2025-09-02 23:00:00+00:00,143,121,moderate
2025-09-02 23:00:00+00:00,2025-09-02 23:30:00+00:00,140,116,moderate
2025-09-02 23:30:00+00:00,2025-09-03 00:00:00+00:00,130,118,moderate
2025-09-03 00:00:00+00:00,2025-09-03 00:30:00+00:00,109,115,moderate
2025-09-03 00:30:00+00:00,2025-09-03 01:00:00+00:00,113,116,moderate
2025-09-03 01:00:00+00:00,2025-09-03 01:30:00+00:00,115,116,moderate
2025-09-03 01:30:00+00:00,2025-09-03 02:00:00+00:00,113,114,moderate
2025-09-03 02:00:00+00:00,2025-09-03 02:30:00+00:00,112,116,moderate
2025-09-03 02:30:00+00:00,2025-09-03 03:00:00+00:00,107,119,moderate
2025-09-03 03:00:00+00:00,2025-09-03 03:30:00+00:00,111,116,moderate
2025-09-03 03:30:00+00:00,2025-09-03 04:00:00+00:00,104,104,moderate
2025-09-03 04:00:00+00:00,2025-09-03 04:30:00+00:00,115,102,moderate
2025-09-03 04:30:00+00:00,2025-09-03 05:00:00+00:00,108,121,moderate
2025-09-03 05:00:00+00:00,2025-09-03 05:30:00+00:00,106,134,moderate
2025-09-03 05:30:00+00:00,2025-09-03 06:00:00+00:00,136,139,moderate
2025-09-03 06:00:00+00:00,2025-09-03 06:30:00+00:00,142,138,moderate
2025-09-03 06:30:00+00:00,2025-09-03 07:00:00+00:00,155,141,moderate
2025-09-03 07:00:00+00:00,2025-09-03 07:30:00+00:00,142,142,moderate
2025-09-03 07:30:00+00:00,2025-09-03 08:00:00+00:00,140,137,moderate
2025-09-03 08:00:00+00:00,2025-09-03 08:30:00+00:00,135,127,moderate
2025-09-03 08:30:00+00:00,2025-09-03 09:00:00+00:00,126,117,moderate
2025-09-03 09:00:00+00:00,2025-09-03 09:30:00+00:00,118,115,moderate
2025-09-03 09:30:00+00:00,2025-09-03 10:00:00+00:00,114,108,moderate
2025-09-03 10:00:00+00:00,2025-09-03 10:30:00+00:00,109,104,moderate
2025-09-03 10:30:00+00:00,2025-09-03 11:00:00+00:00,99,106,moderate
2025-09-03 11:00:00+00:00,2025-09-03 11:30:00+00:00,100,104,moderate
2025-09-03 11:30:00+00:00,2025-09-03 12:00:00+00:00,105,94,low
2025-09-03 12:00:00+00:00,2025-09-03 12:30:00+00:00,101,95,low
2025-09-03 12:30:00+00:00,2025-09-03 13:00:00+00:00,90,92,low
2025-09-03 13:00:00+00:00,2025-09-03 13:30:00+00:00,89,89,low
2025-09-03 13:30:00+00:00,2025-09-03 14:00:00+00:00,88,86,low
2025-09-03 14:00:00+00:00,2025-09-03 14:30:00+00:00,92,87,low
2025-09-03 14:30:00+00:00,2025-09-03 15:00:00+00:00,95,84,low
2025-09-03 15:00:00+00:00,2025-09-03 15:30:00+00:00,96,92,low
2025-09-03 15:30:00+00:00,2025-09-03 16:00:00+00:00,92,102,moderate
2025-09-03 16:00:00+00:00,2025-09-03 16:30:00+00:00,99,110,moderate
2025-09-03 16:30:00+00:00,2025-09-03 17:00:00+00:00,110,112,moderate
2025-09-03 17:00:00+00:00,2025-09-03 17:30:00+00:00,112,121,moderate
2025-09-03 17:30:00+00:00,2025-09-03 18:00:00+00:00,114,120,moderate
2025-09-03 18:00:00+00:00,2025-09-03 18:30:00+00:00,121,118,moderate
2025-09-03 18:30:00+00:00,2025-09-03 19:00:00+00:00,121,114,moderate
2025-09-03 19:00:00+00:00,2025-09-03 19:30:00+00:00,111,105,moderate
2025-09-03 19:30:00+00:00,2025-09-03 20:00:00+00:00,108,93,low
2025-09-03 20:00:00+00:00,2025-09-03 20:30:00+00:00,102,80,low
2025-09-03 20:30:00+00:00,2025-09-03 21:00:00+00:00,88,75,low
2025-09-03 21:00:00+00:00,2025-09-03 21:30:00+00:00,78,73,low
2025-09-03 21:30:00+00:00,2025-09-03 22:00:00+00:00,71,72,low
2025-09-03 22:00:00+00:00,2025-09-03 22:30:00+00:00,68,75,low
2025-09-03 22:30:00+00:00,2025-09-03 23:00:00+00:00,68,69,low
2025-09-03 23:00:00+00:00,2025-09-03 23:30:00+00:00,66,71,low
2025-09-03 23:30:00+00:00,2025-09-04 00:00:00+00:00,65,70,low
2025-09-04 00:00:00+00:00,2025-09-04 00:30:00+00:00,69,71,low
2025-09-04 00:30:00+00:00,2025-09-04 01:00:00+00:00,69,74,low
2025-09-04 01:00:00+00:00,2025-09-04 01:30:00+00:00,81,75,low
2025-09-04 01:30:00+00:00,2025-09-04 02:00:00+00:00,71,77,low
2025-09-04 02:00:00+00:00,2025-09-04 02:30:00+00:00,78,78,low
2025-09-04 02:30:00+00:00,2025-09-04 03:00:00+00:00,74,83,low
2025-09-04 03:00:00+00:00,2025-09-04 03:30:00+00:00,79,86,low
2025-09-04 03:30:00+00:00,2025-09-04 04:00:00+00:00,75,86,low
2025-09-04 04:00:00+00:00,2025-09-04 04:30:00+00:00,76,102,moderate
2025-09-04 04:30:00+00:00,2025-09-04 05:00:00+00:00,97,126,moderate
2025-09-04 05:00:00+00:00,2025-09-04 05:30:00+00:00,118,145,moderate
2025-09-04 05:30:00+00:00,2025-09-04 06:00:00+00:00,138,159,moderate
2025-09-04 06:00:00+00:00,2025-09-04 06:30:00+00:00,149,165,moderate
2025-09-04 06:30:00+00:00,2025-09-04 07:00:00+00:00,172,168,moderate
2025-09-04 07:00:00+00:00,2025-09-04 07:30:00+00:00,177,165,moderate
2025-09-04 07:30:00+00:00,2025-09-04 08:00:00+00:00,177,161,moderate
2025-09-04 08:00:00+00:00,2025-09-04 08:30:00+00:00,166,152,moderate
2025-09-04 08:30:00+00:00,2025-09-04 09:00:00+00:00,157,151,moderate
2025-09-04 09:00:00+00:00,2025-09-04 09:30:00+00:00,151,148,moderate
2025-09-04 09:30:00+00:00,2025-09-04 10:00:00+00:00,149,144,moderate
2025-09-04 10:00:00+00:00,2025-09-04 10:30:00+00:00,151,137,moderate
2025-09-04 10:30:00+00:00,2025-09-04 11:00:00+00:00,149,130,moderate
2025-09-04 11:00:00+00:00,2025-09-04 11:30:00+00:00,134,126,moderate
2025-09-04 11:30:00+00:00,2025-09-04 12:00:00+00:00,126,119,moderate
2025-09-04 12:00:00+00:00,2025-09-04 12:30:00+00:00,118,109,moderate
2025-09-04 12:30:00+00:00,2025-09-04 13:00:00+00:00,109,109,moderate
2025-09-04 13:00:00+00:00,2025-09-04 13:30:00+00:00,104,106,moderate
2025-09-04 13:30:00+00:00,2025-09-04 14:00:00+00:00,106,106,moderate
2025-09-04 14:00:00+00:00,2025-09-04 14:30:00+00:00,103,100,moderate
2025-09-04 14:30:00+00:00,2025-09-04 15:00:00+00:00,97,106,moderate
2025-09-04 15:00:00+00:00,2025-09-04 15:30:00+00:00,112,118,moderate
2025-09-04 15:30:00+00:00,2025-09-04 16:00:00+00:00,117,131,moderate
2025-09-04 16:00:00+00:00,2025-09-04 16:30:00+00:00,131,144,moderate
2025-09-04 16:30:00+00:00,2025-09-04 17:00:00+00:00,140,151,moderate
2025-09-04 17:00:00+00:00,2025-09-04 17:30:00+00:00,159,159,moderate
2025-09-04 17:30:00+00:00,2025-09-04 18:00:00+00:00,166,168,moderate
2025-09-04 18:00:00+00:00,2025-09-04 18:30:00+00:00,163,173,moderate
2025-09-04 18:30:00+00:00,2025-09-04 19:00:00+00:00,174,173,moderate
2025-09-04 19:00:00+00:00,2025-09-04 19:30:00+00:00,184,169,moderate
2025-09-04 19:30:00+00:00,2025-09-04 20:00:00+00:00,178,161,moderate
2025-09-04 20:00:00+00:00,2025-09-04 20:30:00+00:00,166,156,moderate
2025-09-04 20:30:00+00:00,2025-09-04 21:00:00+00:00,161,138,moderate
2025-09-04 21:00:00+00:00,2025-09-04 21:30:00+00:00,156,125,moderate
2025-09-04 21:30:00+00:00,2025-09-04 22:00:00+00:00,139,116,moderate
2025-09-04 22:00:00+00:00,2025-09-04 22:30:00+00:00,119,110,moderate
2025-09-04 22:30:00+00:00,2025-09-04 23:00:00+00:00,111,112,moderate
2025-09-04 23:00:00+00:00,2025-09-04 23:30:00+00:00,115,110,moderate
2025-09-04 23:30:00+00:00,2025-09-05 00:00:00+00:00,114,112,moderate
2025-09-05 00:00:00+00:00,2025-09-05 00:30:00+00:00,113,112,moderate
2025-09-05 00:30:00+00:00,2025-09-05 01:00:00+00:00,116,111,moderate
2025-09-05 01:00:00+00:00,2025-09-05 01:30:00+00:00,112,106,moderate
2025-09-05 01:30:00+00:00,2025-09-05 02:00:00+00:00,105,102,moderate
2025-09-05 02:00:00+00:00,2025-09-05 02:30:00+00:00,105,102,moderate
2025-09-05 02:30:00+00:00,2025-09-05 03:00:00+00:00,107,101,moderate
2025-09-05 03:00:00+00:00,2025-09-05 03:30:00+00:00,105,99,low
2025-09-05 03:30:00+00:00,2025-09-05 04:00:00+00:00,108,114,moderate
2025-09-05 04:00:00+00:00,2025-09-05 04:30:00+00:00,106,125,moderate
2025-09-05 04:30:00+00:00,2025-09-05 05:00:00+00:00,126,141,moderate
2025-09-05 05:00:00+00:00,2025-09-05 05:30:00+00:00,139,151,moderate
2025-09-05 05:30:00+00:00,2025-09-05 06:00:00+00:00,153,157,moderate
2025-09-05 06:00:00+00:00,2025-09-05 06:30:00+00:00,153,161,moderate
2025-09-05 06:30:00+00:00,2025-09-05 07:00:00+00:00,161,157,moderate
2025-09-05 07:00:00+00:00,2025-09-05 07:30:00+00:00,158,149,moderate
2025-09-05 07:30:00+00:00,2025-09-05 08:00:00+00:00,155,140,moderate
2025-09-05 08:00:00+00:00,2025-09-05 08:30:00+00:00,143,126,moderate
2025-09-05 08:30:00+00:00,2025-09-05 09:00:00+00:00,131,123,moderate
2025-09-05 09:00:00+00:00,2025-09-05 09:30:00+00:00,121,113,moderate
2025-09-05 09:30:00+00:00,2025-09-05 10:00:00+00:00,120,111,moderate
2025-09-05 10:00:00+00:00,2025-09-05 10:30:00+00:00,112,108,moderate
