from_utc,to_utc,forecast_gco2_per_kwh,actual_gco2_per_kwh,index_label
2025-09-12 14:30:00+00:00,2025-09-12 15:00:00+00:00,35,51,low
2025-09-12 15:00:00+00:00,2025-09-12 15:30:00+00:00,41,65,low
2025-09-12 15:30:00+00:00,2025-09-12 16:00:00+00:00,55,76,low
2025-09-12 16:00:00+00:00,2025-09-12 16:30:00+00:00,63,87,low
2025-09-12 16:30:00+00:00,2025-09-12 17:00:00+00:00,85,87,low
2025-09-12 17:00:00+00:00,2025-09-12 17:30:00+00:00,100,102,moderate
2025-09-12 17:30:00+00:00,2025-09-12 18:00:00+00:00,100,116,moderate
2025-09-12 18:00:00+00:00,2025-09-12 18:30:00+00:00,116,126,moderate
2025-09-12 18:30:00+00:00,2025-09-12 19:00:00+00:00,116,125,moderate
2025-09-12 19:00:00+00:00,2025-09-12 19:30:00+00:00,124,117,moderate
2025-09-12 19:30:00+00:00,2025-09-12 20:00:00+00:00,124,101,moderate
2025-09-12 20:00:00+00:00,2025-09-12 20:30:00+00:00,114,83,low
2025-09-12 20:30:00+00:00,2025-09-12 21:00:00+00:00,89,69,low
2025-09-12 21:00:00+00:00,2025-09-12 21:30:00+00:00,69,65,low
2025-09-12 21:30:00+00:00,2025-09-12 22:00:00+00:00,57,61,low
2025-09-12 22:00:00+00:00,2025-09-12 22:30:00+00:00,52,61,low
2025-09-12 22:30:00+00:00,2025-09-12 23:00:00+00:00,60,62,low
2025-09-12 23:00:00+00:00,2025-09-12 23:30:00+00:00,59,60,low
2025-09-12 23:30:00+00:00,2025-09-13 00:00:00+00:00,61,62,low
2025-09-13 00:00:00+00:00,2025-09-13 00:30:00+00:00,61,61,low
2025-09-13 00:30:00+00:00,2025-09-13 01:00:00+00:00,62,64,low
2025-09-13 01:00:00+00:00,2025-09-13 01:30:00+00:00,64,60,low
2025-09-13 01:30:00+00:00,2025-09-13 02:00:00+00:00,65,61,low
2025-09-13 02:00:00+00:00,2025-09-13 02:30:00+00:00,65,64,low
2025-09-13 02:30:00+00:00,2025-09-13 03:00:00+00:00,64,65,low
2025-09-13 03:00:00+00:00,2025-09-13 03:30:00+00:00,67,64,low
2025-09-13 03:30:00+00:00,2025-09-13 04:00:00+00:00,69,66,low
2025-09-13 04:00:00+00:00,2025-09-13 04:30:00+00:00,67,66,low
2025-09-13 04:30:00+00:00,2025-09-13 05:00:00+00:00,68,64,low
2025-09-13 05:00:00+00:00,2025-09-13 05:30:00+00:00,65,68,low
2025-09-13 05:30:00+00:00,2025-09-13 06:00:00+00:00,67,70,low
2025-09-13 06:00:00+00:00,2025-09-13 06:30:00+00:00,69,70,low
2025-09-13 06:30:00+00:00,2025-09-13 07:00:00+00:00,70,67,low
2025-09-13 07:00:00+00:00,2025-09-13 07:30:00+00:00,63,61,low
2025-09-13 07:30:00+00:00,2025-09-13 08:00:00+00:00,61,60,low
2025-09-13 08:00:00+00:00,2025-09-13 08:30:00+00:00,52,56,low
2025-09-13 08:30:00+00:00,2025-09-13 09:00:00+00:00,59,62,low
2025-09-13 09:00:00+00:00,2025-09-13 09:30:00+00:00,57,57,low
2025-09-13 09:30:00+00:00,2025-09-13 10:00:00+00:00,60,56,low
2025-09-13 10:00:00+00:00,2025-09-13 10:30:00+00:00,53,58,low
2025-09-13 10:30:00+00:00,2025-09-13 11:00:00+00:00,52,53,low
2025-09-13 11:00:00+00:00,2025-09-13 11:30:00+00:00,52,52,low
2025-09-13 11:30:00+00:00,2025-09-13 12:00:00+00:00,49,60,low
2025-09-13 12:00:00+00:00,2025-09-13 12:30:00+00:00,41,58,low
2025-09-13 12:30:00+00:00,2025-09-13 13:00:00+00:00,53,56,low
2025-09-13 13:00:00+00:00,2025-09-13 13:30:00+00:00,49,55,low
2025-09-13 13:30:00+00:00,2025-09-13 14:00:00+00:00,45,51,low
2025-09-13 14:00:00+00:00,2025-09-13 14:30:00+00:00,53,51,low
2025-09-13 14:30:00+00:00,2025-09-13 15:00:00+00:00,55,58,low
2025-09-13 15:00:00+00:00,2025-09-13 15:30:00+00:00,51,65,low
2025-09-13 15:30:00+00:00,2025-09-13 16:00:00+00:00,73,79,low
2025-09-13 16:00:00+00:00,2025-09-13 16:30:00+00:00,104,92,low
2025-09-13 16:30:00+00:00,2025-09-13 17:00:00+00:00,97,102,moderate
2025-09-13 17:00:00+00:00,2025-09-13 17:30:00+00:00,112,119,moderate
2025-09-13 17:30:00+00:00,2025-09-13 18:00:00+00:00,118,132,moderate
2025-09-13 18:00:00+00:00,2025-09-13 18:30:00+00:00,120,139,moderate
2025-09-13 18:30:00+00:00,2025-09-13 19:00:00+00:00,134,134,moderate
2025-09-13 19:00:00+00:00,2025-09-13 19:30:00+00:00,134,129,moderate
2025-09-13 19:30:00+00:00,2025-09-13 20:00:00+00:00,130,131,moderate
2025-09-13 20:00:00+00:00,2025-09-13 20:30:00+00:00,139,123,moderate
2025-09-13 20:30:00+00:00,2025-09-13 21:00:00+00:00,139,109,moderate
2025-09-13 21:00:00+00:00,2025-09-13 21:30:00+00:00,120,99,low
2025-09-13 21:30:00+00:00,2025-09-13 22:00:00+00:00,108,91,low
2025-09-13 22:00:00+00:00,2025-09-13 22:30:00+00:00,98,87,low
2025-09-13 22:30:00+00:00,2025-09-13 23:00:00+00:00,96,83,low
2025-09-13 23:00:00+00:00,2025-09-13 23:30:00+00:00,106,83,low
2025-09-13 23:30:00+00:00,2025-09-14 00:00:00+00:00,107,93,low
2025-09-14 00:00:00+00:00,2025-09-14 00:30:00+00:00,93,97,low
2025-09-14 00:30:00+00:00,2025-09-14 01:00:00+00:00,95,91,low
2025-09-14 01:00:00+00:00,2025-09-14 01:30:00+00:00,104,91,low
2025-09-14 01:30:00+00:00,2025-09-14 02:00:00+00:00,100,97,low
2025-09-14 02:00:00+00:00,2025-09-14 02:30:00+00:00,101,105,moderate
2025-09-14 02:30:00+00:00,2025-09-14 03:00:00+00:00,101,109,moderate
2025-09-14 03:00:00+00:00,2025-09-14 03:30:00+00:00,116,115,moderate
2025-09-14 03:30:00+00:00,2025-09-14 04:00:00+00:00,117,116,moderate
2025-09-14 04:00:00+00:00,2025-09-14 04:30:00+00:00,129,118,moderate
2025-09-14 04:30:00+00:00,2025-09-14 05:00:00+00:00,130,118,moderate
2025-09-14 05:00:00+00:00,2025-09-14 05:30:00+00:00,133,122,moderate
2025-09-14 05:30:00+00:00,2025-09-14 06:00:00+00:00,146,135,moderate
2025-09-14 06:00:00+00:00,2025-09-14 06:30:00+00:00,127,131,moderate
2025-09-14 06:30:00+00:00,2025-09-14 07:00:00+00:00,145,131,moderate
2025-09-14 07:00:00+00:00,2025-09-14 07:30:00+00:00,138,125,moderate
2025-09-14 07:30:00+00:00,2025-09-14 08:00:00+00:00,147,127,moderate
2025-09-14 08:00:00+00:00,2025-09-14 08:30:00+00:00,130,124,moderate
2025-09-14 08:30:00+00:00,2025-09-14 09:00:00+00:00,131,127,moderate
2025-09-14 09:00:00+00:00,2025-09-14 09:30:00+00:00,132,119,moderate
2025-09-14 09:30:00+00:00,2025-09-14 10:00:00+00:00,124,118,moderate
2025-09-14 10:00:00+00:00,2025-09-14 10:30:00+00:00,115,109,moderate
2025-09-14 10:30:00+00:00,2025-09-14 11:00:00+00:00,108,105,moderate
2025-09-14 11:00:00+00:00,2025-09-14 11:30:00+00:00,98,100,moderate
2025-09-14 11:30:00+00:00,2025-09-14 12:00:00+00:00,105,91,low
2025-09-14 12:00:00+00:00,2025-09-14 12:30:00+00:00,95,83,low
2025-09-14 12:30:00+00:00,2025-09-14 13:00:00+00:00,81,83,low
2025-09-14 13:00:00+00:00,2025-09-14 13:30:00+00:00,80,78,low
2025-09-14 13:30:00+00:00,2025-09-14 14:00:00+00:00,76,77,low
2025-09-14 14:00:00+00:00,2025-09-14 14:30:00+00:00,72,72,low
2025-09-14 14:30:00+00:00,2025-09-14 15:00:00+00:00,62,77,low
2025-09-14 15:00:00+00:00,2025-09-14 15:30:00+00:00,61,78,low
2025-09-14 15:30:00+00:00,2025-09-14 16:00:00+00:00,63,78,low
2025-09-14 16:00:00+00:00,2025-09-14 16:30:00+00:00,69,69,low
2025-09-14 16:30:00+00:00,2025-09-14 17:00:00+00:00,66,68,low
2025-09-14 17:00:00+00:00,2025-09-14 17:30:00+00:00,65,72,low
2025-09-14 17:30:00+00:00,2025-09-14 18:00:00+00:00,64,73,low
2025-09-14 18:00:00+00:00,2025-09-14 18:30:00+00:00,73,75,low
2025-09-14 18:30:00+00:00,2025-09-14 19:00:00+00:00,76,78,low
2025-09-14 19:00:00+00:00,2025-09-14 19:30:00+00:00,73,75,low
2025-09-14 19:30:00+00:00,2025-09-14 20:00:00+00:00,72,70,low
2025-09-14 20:00:00+00:00,2025-09-14 20:30:00+00:00,75,68,low
2025-09-14 20:30:00+00:00,2025-09-14 21:00:00+00:00,68,67,low
2025-09-14 21:00:00+00:00,2025-09-14 21:30:00+00:00,72,63,low
2025-09-14 21:30:00+00:00,2025-09-14 22:00:00+00:00,67,54,low
2025-09-14 22:00:00+00:00,2025-09-14 22:30:00+00:00,66,56,low
2025-09-14 22:30:00+00:00,2025-09-14 23:00:00+00:00,55,57,low
2025-09-14 23:00:00+00:00,2025-09-14 23:30:00+00:00,57,54,low
2025-09-14 23:30:00+00:00,2025-09-15 00:00:00+00:00,60,56,low
2025-09-15 00:00:00+00:00,2025-09-15 00:30:00+00:00,56,57,low
2025-09-15 00:30:00+00:00,2025-09-15 01:00:00+00:00,57,57,low
2025-09-15 01:00:00+00:00,2025-09-15 01:30:00+00:00,56,57,low
2025-09-15 01:30:00+00:00,2025-09-15 02:00:00+00:00,55,59,low
2025-09-15 02:00:00+00:00,2025-09-15 02:30:00+00:00,59,61,low
2025-09-15 02:30:00+00:00,2025-09-15 03:00:00+00:00,56,62,low
2025-09-15 03:00:00+00:00,2025-09-15 03:30:00+00:00,58,62,low
2025-09-15 03:30:00+00:00,2025-09-15 04:00:00+00:00,61,62,low
2025-09-15 04:00:00+00:00,2025-09-15 04:30:00+00:00,62,63,low
2025-09-15 04:30:00+00:00,2025-09-15 05:00:00+00:00,63,62,low
2025-09-15 05:00:00+00:00,2025-09-15 05:30:00+00:00,61,69,low
2025-09-15 05:30:00+00:00,2025-09-15 06:00:00+00:00,59,71,low
2025-09-15 06:00:00+00:00,2025-09-15 06:30:00+00:00,59,68,low
2025-09-15 06:30:00+00:00,2025-09-15 07:00:00+00:00,60,58,low
2025-09-15 07:00:00+00:00,2025-09-15 07:30:00+00:00,56,47,low
2025-09-15 07:30:00+00:00,2025-09-15 08:00:00+00:00,48,40,low
2025-09-15 08:00:00+00:00,2025-09-15 08:30:00+00:00,41,38,low
2025-09-15 08:30:00+00:00,2025-09-15 09:00:00+00:00,36,41,low
2025-09-15 09:00:00+00:00,2025-09-15 09:30:00+00:00,33,39,low
2025-09-15 09:30:00+00:00,2025-09-15 10:00:00+00:00,37,40,low
2025-09-15 10:00:00+00:00,2025-09-15 10:30:00+00:00,36,41,low
2025-09-15 10:30:00+00:00,2025-09-15 11:00:00+00:00,35,39,low
2025-09-15 11:00:00+00:00,2025-09-15 11:30:00+00:00,35,37,low
2025-09-15 11:30:00+00:00,2025-09-15 12:00:00+00:00,34,38,low
2025-09-15 12:00:00+00:00,2025-09-15 12:30:00+00:00,35,38,low
2025-09-15 12:30:00+00:00,2025-09-15 13:00:00+00:00,34,39,low
2025-09-15 13:00:00+00:00,2025-09-15 13:30:00+00:00,35,38,low
2025-09-15 13:30:00+00:00,2025-09-15 14:00:00+00:00,35,40,low
2025-09-15 14:00:00+00:00,2025-09-15 14:30:00+00:00,38,41,low
2025-09-15 14:30:00+00:00,2025-09-15 15:00:00+00:00,41,50,low
2025-09-15 15:00:00+00:00,2025-09-15 15:30:00+00:00,42,58,low
2025-09-15 15:30:00+00:00,2025-09-15 16:00:00+00:00,46,63,low
2025-09-15 16:00:00+00:00,2025-09-15 16:30:00+00:00,52,65,low
2025-09-15 16:30:00+00:00,2025-09-15 17:00:00+00:00,59,65,low
2025-09-15 17:00:00+00:00,2025-09-15 17:30:00+00:00,62,67,low
2025-09-15 17:30:00+00:00,2025-09-15 18:00:00+00:00,63,64,low
2025-09-15 18:00:00+00:00,2025-09-15 18:30:00+00:00,64,65,low
2025-09-15 18:30:00+00:00,2025-09-15 19:00:00+00:00,63,61,low
2025-09-15 19:00:00+00:00,2025-09-15 19:30:00+00:00,64,58,low
2025-09-15 19:30:00+00:00,2025-09-15 20:00:00+00:00,60,55,low
2025-09-15 20:00:00+00:00,2025-09-15 20:30:00+00:00,59,55,low
2025-09-15 20:30:00+00:00,2025-09-15 21:00:00+00:00,54,54,low
2025-09-15 21:00:00+00:00,2025-09-15 21:30:00+00:00,53,55,low
2025-09-15 21:30:00+00:00,2025-09-15 22:00:00+00:00,52,56,low
2025-09-15 22:00:00+00:00,2025-09-15 22:30:00+00:00,53,54,low
2025-09-15 22:30:00+00:00,2025-09-15 23:00:00+00:00,54,58,low
2025-09-15 23:00:00+00:00,2025-09-15 23:30:00+00:00,56,55,low
2025-09-15 23:30:00+00:00,2025-09-16 00:00:00+00:00,57,58,low
2025-09-16 00:00:00+00:00,2025-09-16 00:30:00+00:00,53,59,low
2025-09-16 00:30:00+00:00,2025-09-16 01:00:00+00:00,54,60,low
2025-09-16 01:00:00+00:00,2025-09-16 01:30:00+00:00,54,59,low
2025-09-16 01:30:00+00:00,2025-09-16 02:00:00+00:00,56,59,low
2025-09-16 02:00:00+00:00,2025-09-16 02:30:00+00:00,57,59,low
2025-09-16 02:30:00+00:00,2025-09-16 03:00:00+00:00,57,60,low
2025-09-16 03:00:00+00:00,2025-09-16 03:30:00+00:00,56,60,low
2025-09-16 03:30:00+00:00,2025-09-16 04:00:00+00:00,57,57,low
2025-09-16 04:00:00+00:00,2025-09-16 04:30:00+00:00,57,57,low
2025-09-16 04:30:00+00:00,2025-09-16 05:00:00+00:00,55,52,low
2025-09-16 05:00:00+00:00,2025-09-16 05:30:00+00:00,55,64,low
2025-09-16 05:30:00+00:00,2025-09-16 06:00:00+00:00,53,67,low
2025-09-16 06:00:00+00:00,2025-09-16 06:30:00+00:00,54,75,low
2025-09-16 06:30:00+00:00,2025-09-16 07:00:00+00:00,58,72,low
2025-09-16 07:00:00+00:00,2025-09-16 07:30:00+00:00,60,69,low
2025-09-16 07:30:00+00:00,2025-09-16 08:00:00+00:00,65,58,low
2025-09-16 08:00:00+00:00,2025-09-16 08:30:00+00:00,62,57,low
2025-09-16 08:30:00+00:00,2025-09-16 09:00:00+00:00,54,59,low
2025-09-16 09:00:00+00:00,2025-09-16 09:30:00+00:00,52,55,low
2025-09-16 09:30:00+00:00,2025-09-16 10:00:00+00:00,54,55,low
2025-09-16 10:00:00+00:00,2025-09-16 10:30:00+00:00,55,55,low
2025-09-16 10:30:00+00:00,2025-09-16 11:00:00+00:00,52,59,low
2025-09-16 11:00:00+00:00,2025-09-16 11:30:00+00:00,52,57,low
2025-09-16 11:30:00+00:00,2025-09-16 12:00:00+00:00,51,60,low
2025-09-16 12:00:00+00:00,2025-09-16 12:30:00+00:00,53,58,low
2025-09-16 12:30:00+00:00,2025-09-16 13:00:00+00:00,56,55,low
2025-09-16 13:00:00+00:00,2025-09-16 13:30:00+00:00,56,56,low
2025-09-16 13:30:00+00:00,2025-09-16 14:00:00+00:00,53,53,low
2025-09-16 14:00:00+00:00,2025-09-16 14:30:00+00:00,57,54,low
2025-09-16 14:30:00+00:00,2025-09-16 15:00:00+00:00,55,62,low
2025-09-16 15:00:00+00:00,2025-09-16 15:30:00+00:00,58,70,low
2025-09-16 15:30:00+00:00,2025-09-16 16:00:00+00:00,66,77,low
2025-09-16 16:00:00+00:00,2025-09-16 16:30:00+00:00,80,93,low
2025-09-16 16:30:00+00:00,2025-09-16 17:00:00+00:00,89,107,moderate
2025-09-16 17:00:00+00:00,2025-09-16 17:30:00+00:00,103,122,moderate
2025-09-16 17:30:00+00:00,2025-09-16 18:00:00+00:00,114,125,moderate
2025-09-16 18:00:00+00:00,2025-09-16 18:30:00+00:00,123,122,moderate
2025-09-16 18:30:00+00:00,2025-09-16 19:00:00+00:00,127,118,moderate
2025-09-16 19:00:00+00:00,2025-09-16 19:30:00+00:00,127,115,moderate
2025-09-16 19:30:00+00:00,2025-09-16 20:00:00+00:00,121,106,moderate
2025-09-16 20:00:00+00:00,2025-09-16 20:30:00+00:00,114,105,moderate
2025-09-16 20:30:00+00:00,2025-09-16 21:00:00+00:00,99,99,low
2025-09-16 21:00:00+00:00,2025-09-16 21:30:00+00:00,103,89,low
2025-09-16 21:30:00+00:00,2025-09-16 22:00:00+00:00,104,84,low
2025-09-16 22:00:00+00:00,2025-09-16 22:30:00+00:00,97,83,low
2025-09-16 22:30:00+00:00,2025-09-16 23:00:00+00:00,89,86,low
2025-09-16 23:00:00+00:00,2025-09-16 23:30:00+00:00,87,86,low
2025-09-16 23:30:00+00:00,2025-09-17 00:00:00+00:00,89,86,low
2025-09-17 00:00:00+00:00,2025-09-17 00:30:00+00:00,82,92,low
2025-09-17 00:30:00+00:00,2025-09-17 01:00:00+00:00,79,88,low
2025-09-17 01:00:00+00:00,2025-09-17 01:30:00+00:00,83,89,low
2025-09-17 01:30:00+00:00,2025-09-17 02:00:00+00:00,83,90,low
2025-09-17 02:00:00+00:00,2025-09-17 02:30:00+00:00,82,87,low
2025-09-17 02:30:00+00:00,2025-09-17 03:00:00+00:00,78,90,low
2025-09-17 03:00:00+00:00,2025-09-17 03:30:00+00:00,69,86,low
2025-09-17 03:30:00+00:00,2025-09-17 04:00:00+00:00,77,81,low
2025-09-17 04:00:00+00:00,2025-09-17 04:30:00+00:00,77,78,low
2025-09-17 04:30:00+00:00,2025-09-17 05:00:00+00:00,93,96,low
2025-09-17 05:00:00+00:00,2025-09-17 05:30:00+00:00,80,91,low
2025-09-17 05:30:00+00:00,2025-09-17 06:00:00+00:00,86,94,low
2025-09-17 06:00:00+00:00,2025-09-17 06:30:00+00:00,80,100,moderate
2025-09-17 06:30:00+00:00,2025-09-17 07:00:00+00:00,89,95,low
2025-09-17 07:00:00+00:00,2025-09-17 07:30:00+00:00,85,86,low
2025-09-17 07:30:00+00:00,2025-09-17 08:00:00+00:00,77,78,low
2025-09-17 08:00:00+00:00,2025-09-17 08:30:00+00:00,70,70,low
2025-09-17 08:30:00+00:00,2025-09-17 09:00:00+00:00,57,60,low
2025-09-17 09:00:00+00:00,2025-09-17 09:30:00+00:00,61,58,low
2025-09-17 09:30:00+00:00,2025-09-17 10:00:00+00:00,49,56,low
2025-09-17 10:00:00+00:00,2025-09-17 10:30:00+00:00,51,54,low
2025-09-17 10:30:00+00:00,2025-09-17 11:00:00+00:00,50,53,low
2025-09-17 11:00:00+00:00,2025-09-17 11:30:00+00:00,48,54,low
2025-09-17 11:30:00+00:00,2025-09-17 12:00:00+00:00,50,52,low
2025-09-17 12:00:00+00:00,2025-09-17 12:30:00+00:00,52,51,low
2025-09-17 12:30:00+00:00,2025-09-17 13:00:00+00:00,49,50,low
2025-09-17 13:00:00+00:00,2025-09-17 13:30:00+00:00,50,50,low
2025-09-17 13:30:00+00:00,2025-09-17 14:00:00+00:00,47,49,low
2025-09-17 14:00:00+00:00,2025-09-17 14:30:00+00:00,48,51,low
2025-09-17 14:30:00+00:00,2025-09-17 15:00:00+00:00,48,53,low
2025-09-17 15:00:00+00:00,2025-09-17 15:30:00+00:00,53,57,low
2025-09-17 15:30:00+00:00,2025-09-17 16:00:00+00:00,56,66,low
2025-09-17 16:00:00+00:00,2025-09-17 16:30:00+00:00,57,66,low
2025-09-17 16:30:00+00:00,2025-09-17 17:00:00+00:00,63,79,low
2025-09-17 17:00:00+00:00,2025-09-17 17:30:00+00:00,67,81,low
2025-09-17 17:30:00+00:00,2025-09-17 18:00:00+00:00,72,84,low
2025-09-17 18:00:00+00:00,2025-09-17 18:30:00+00:00,72,84,low
2025-09-17 18:30:00+00:00,2025-09-17 19:00:00+00:00,77,75,low
2025-09-17 19:00:00+00:00,2025-09-17 19:30:00+00:00,76,74,low
2025-09-17 19:30:00+00:00,2025-09-17 20:00:00+00:00,67,73,low
2025-09-17 20:00:00+00:00,2025-09-17 20:30:00+00:00,70,70,low
2025-09-17 20:30:00+00:00,2025-09-17 21:00:00+00:00,69,76,low
2025-09-17 21:00:00+00:00,2025-09-17 21:30:00+00:00,68,76,low
2025-09-17 21:30:00+00:00,2025-09-17 22:00:00+00:00,74,79,low
2025-09-17 22:00:00+00:00,2025-09-17 22:30:00+00:00,76,77,low
2025-09-17 22:30:00+00:00,2025-09-17 23:00:00+00:00,79,78,low
2025-09-17 23:00:00+00:00,2025-09-17 23:30:00+00:00,80,73,low
2025-09-17 23:30:00+00:00,2025-09-18 00:00:00+00:00,77,77,low
2025-09-18 00:00:00+00:00,2025-09-18 00:30:00+00:00,70,81,low
2025-09-18 00:30:00+00:00,2025-09-18 01:00:00+00:00,74,79,low
2025-09-18 01:00:00+00:00,2025-09-18 01:30:00+00:00,77,78,low
2025-09-18 01:30:00+00:00,2025-09-18 02:00:00+00:00,78,78,low
2025-09-18 02:00:00+00:00,2025-09-18 02:30:00+00:00,80,79,low
2025-09-18 02:30:00+00:00,2025-09-18 03:00:00+00:00,77,80,low
2025-09-18 03:00:00+00:00,2025-09-18 03:30:00+00:00,79,82,low
2025-09-18 03:30:00+00:00,2025-09-18 04:00:00+00:00,80,85,low
2025-09-18 04:00:00+00:00,2025-09-18 04:30:00+00:00,83,89,low
2025-09-18 04:30:00+00:00,2025-09-18 05:00:00+00:00,84,90,low
2025-09-18 05:00:00+00:00,2025-09-18 05:30:00+00:00,86,101,moderate
2025-09-18 05:30:00+00:00,2025-09-18 06:00:00+00:00,81,100,moderate
2025-09-18 06:00:00+00:00,2025-09-18 06:30:00+00:00,86,102,moderate
2025-09-18 06:30:00+00:00,2025-09-18 07:00:00+00:00,87,83,low
2025-09-18 07:00:00+00:00,2025-09-18 07:30:00+00:00,91,78,low
2025-09-18 07:30:00+00:00,2025-09-18 08:00:00+00:00,78,79,low
2025-09-18 08:00:00+00:00,2025-09-18 08:30:00+00:00,76,78,low
2025-09-18 08:30:00+00:00,2025-09-18 09:00:00+00:00,75,77,low
2025-09-18 09:00:00+00:00,2025-09-18 09:30:00+00:00,71,76,low
2025-09-18 09:30:00+00:00,2025-09-18 10:00:00+00:00,74,76,low
2025-09-18 10:00:00+00:00,2025-09-18 10:30:00+00:00,75,77,low
2025-09-18 10:30:00+00:00,2025-09-18 11:00:00+00:00,75,79,low
2025-09-18 11:00:00+00:00,2025-09-18 11:30:00+00:00,75,79,low
2025-09-18 11:30:00+00:00,2025-09-18 12:00:00+00:00,75,78,low
2025-09-18 12:00:00+00:00,2025-09-18 12:30:00+00:00,72,78,low
2025-09-18 12:30:00+00:00,2025-09-18 13:00:00+00:00,72,80,low
2025-09-18 13:00:00+00:00,2025-09-18 13:30:00+00:00,70,76,low
2025-09-18 13:30:00+00:00,2025-09-18 14:00:00+00:00,73,70,low
2025-09-18 14:00:00+00:00,2025-09-18 14:30:00+00:00,74,74,low
2025-09-18 14:30:00+00:00,2025-09-18 15:00:00+00:00,73,79,low
2025-09-18 15:00:00+00:00,2025-09-18 15:30:00+00:00,71,90,low
2025-09-18 15:30:00+00:00,2025-09-18 16:00:00+00:00,83,102,moderate
2025-09-18 16:00:00+00:00,2025-09-18 16:30:00+00:00,92,106,moderate
2025-09-18 16:30:00+00:00,2025-09-18 17:00:00+00:00,102,115,moderate
2025-09-18 17:00:00+00:00,2025-09-18 17:30:00+00:00,113,112,moderate
2025-09-18 17:30:00+00:00,2025-09-18 18:00:00+00:00,115,112,moderate
2025-09-18 18:00:00+00:00,2025-09-18 18:30:00+00:00,121,112,moderate
2025-09-18 18:30:00+00:00,2025-09-18 19:00:00+00:00,107,95,low
2025-09-18 19:00:00+00:00,2025-09-18 19:30:00+00:00,113,88,low
2025-09-18 19:30:00+00:00,2025-09-18 20:00:00+00:00,102,82,low
2025-09-18 20:00:00+00:00,2025-09-18 20:30:00+00:00,82,68,low
2025-09-18 20:30:00+00:00,2025-09-18 21:00:00+00:00,88,69,low
2025-09-18 21:00:00+00:00,2025-09-18 21:30:00+00:00,70,68,low
2025-09-18 21:30:00+00:00,2025-09-18 22:00:00+00:00,73,65,low
2025-09-18 22:00:00+00:00,2025-09-18 22:30:00+00:00,67,63,low
2025-09-18 22:30:00+00:00,2025-09-18 23:00:00+00:00,62,64,low
2025-09-18 23:00:00+00:00,2025-09-18 23:30:00+00:00,62,63,low
2025-09-18 23:30:00+00:00,2025-09-19 00:00:00+00:00,60,64,low
2025-09-19 00:00:00+00:00,2025-09-19 00:30:00+00:00,65,63,low
2025-09-19 00:30:00+00:00,2025-09-19 01:00:00+00:00,61,65,low
2025-09-19 01:00:00+00:00,2025-09-19 01:30:00+00:00,65,62,low
2025-09-19 01:30:00+00:00,2025-09-19 02:00:00+00:00,63,62,low
2025-09-19 02:00:00+00:00,2025-09-19 02:30:00+00:00,64,56,low
2025-09-19 02:30:00+00:00,2025-09-19 03:00:00+00:00,63,59,low
2025-09-19 03:00:00+00:00,2025-09-19 03:30:00+00:00,58,65,low
2025-09-19 03:30:00+00:00,2025-09-19 04:00:00+00:00,58,64,low
2025-09-19 04:00:00+00:00,2025-09-19 04:30:00+00:00,62,67,low
2025-09-19 04:30:00+00:00,2025-09-19 05:00:00+00:00,64,75,low
2025-09-19 05:00:00+00:00,2025-09-19 05:30:00+00:00,67,86,low
2025-09-19 05:30:00+00:00,2025-09-19 06:00:00+00:00,71,97,low
2025-09-19 06:00:00+00:00,2025-09-19 06:30:00+00:00,87,105,moderate
2025-09-19 06:30:00+00:00,2025-09-19 07:00:00+00:00,95,112,moderate
2025-09-19 07:00:00+00:00,2025-09-19 07:30:00+00:00,98,110,moderate
2025-09-19 07:30:00+00:00,2025-09-19 08:00:00+00:00,105,107,moderate
2025-09-19 08:00:00+00:00,2025-09-19 08:30:00+00:00,110,100,moderate
2025-09-19 08:30:00+00:00,2025-09-19 09:00:00+00:00,97,89,low
2025-09-19 09:00:00+00:00,2025-09-19 09:30:00+00:00,89,83,low
2025-09-19 09:30:00+00:00,2025-09-19 10:00:00+00:00,83,83,low
2025-09-19 10:00:00+00:00,2025-09-19 10:30:00+00:00,77,78,low
2025-09-19 10:30:00+00:00,2025-09-19 11:00:00+00:00,81,75,low
2025-09-19 11:00:00+00:00,2025-09-19 11:30:00+00:00,82,79,low
2025-09-19 11:30:00+00:00,2025-09-19 12:00:00+00:00,76,79,low
2025-09-19 12:00:00+00:00,2025-09-19 12:30:00+00:00,79,81,low
2025-09-19 12:30:00+00:00,2025-09-19 13:00:00+00:00,80,88,low
2025-09-19 13:00:00+00:00,2025-09-19 13:30:00+00:00,80,92,low
2025-09-19 13:30:00+00:00,2025-09-19 14:00:00+00:00,102,100,moderate
2025-09-19 14:00:00+00:00,2025-09-19 14:30:00+00:00,106,109,moderate
2025-09-19 14:30:00+00:00,2025-09-19 15:00:00+00:00,114,119,moderate
2025-09-19 15:00:00+00:00,2025-09-19 15:30:00+00:00,129,139,moderate
2025-09-19 15:30:00+00:00,2025-09-19 16:00:00+00:00,137,164,moderate
2025-09-19 16:00:00+00:00,2025-09-19 16:30:00+00:00,144,178,moderate
2025-09-19 16:30:00+00:00,2025-09-19 17:00:00+00:00,171,188,high
2025-09-19 17:00:00+00:00,2025-09-19 17:30:00+00:00,184,198,high
2025-09-19 17:30:00+00:00,2025-09-19 18:00:00+00:00,192,192,high
2025-09-19 18:00:00+00:00,2025-09-19 18:30:00+00:00,198,196,high
2025-09-19 18:30:00+00:00,2025-09-19 19:00:00+00:00,194,191,high
